No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
8378,9572-96062,US,CO,40.1975,-77.15567,266 Westminster Drive|Carlisle Crossing,carlisle,PA,170133117,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,21:30,05:00,15:00,06:00,19:00,05:00,19:00,06:30,20:00,06:30,20:00
8379,28126-93299,US,LS,40.19666,-77.1815,255 S Spring Garden St,carlisle,PA,170132565,Eastern Standard Time,GMT-05:00,America/New_York,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
8380,14445-109025,US,CO,31.785256,-106.412735,6094 Montana,el paso,TX,799251827,Mountain Standard Time,GMT-07:00,America/Denver,05:00,22:30,05:00,22:30,05:00,20:00,05:00,22:30,05:00,23:00,05:00,22:30,06:00,22:30
8381,9446-96410,US,CO,31.779234,-106.392735,6669 Gateway Blvd. W,el paso,TX,799253617,Mountain Standard Time,GMT-07:00,America/Denver,04:30,01:00,04:30,01:00,04:30,20:00,04:30,01:00,04:30,01:00,05:00,01:00,05:00,00:00
8382,51965-277745,US,CO,31.769155,-106.425542,5505 Alameda Ave,el paso,TX,799052915,Mountain Standard Time,GMT-07:00,America/Denver,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,06:30,22:00,07:00,22:00
8383,25357-240244,US,LS,31.800382,-106.396764,6701 Convair Rd,el paso,TX,79925,Mountain Standard Time,GMT-07:00,America/Denver,04:30,17:30,04:30,17:30,04:30,17:30,04:30,17:30,04:30,17:30,04:30,17:30,04:30,17:30
8384,1566-139207,US,LS,31.800136,-106.393706,6701 Convair Rd,el paso,TX,799251099,Mountain Standard Time,GMT-07:00,America/Denver,04:30,11:00,04:30,11:00,04:30,11:00,04:30,11:00,04:30,11:00,04:30,11:00,04:30,11:00
8385,14992-153905,US,LS,31.810558,-106.408749,"Mini Mall, Bldg 14",fort bliss,TX,79906,Mountain Standard Time,GMT-07:00,America/Denver,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00
8386,57898-291796,US,LS,31.774863,-106.379791,8401 Gateway Blvd. West,el paso,TX,79925,Mountain Standard Time,GMT-07:00,America/Denver,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,11:00,19:00,12:00,18:00
8387,19876-159124,US,CO,31.77199,-106.375556,8889 Gateway West Boulevard,el paso,TX,79925,Mountain Standard Time,GMT-07:00,America/Denver,05:00,23:00,05:00,23:00,05:00,20:00,05:00,23:00,05:00,23:00,05:00,23:00,06:00,23:00
8388,3884-144984,US,LS,31.826995,-106.373323,"Freedom Crossing, Bldg 1611 Haan Rd",fort bliss,TX,79906,Mountain Standard Time,GMT-07:00,America/Denver,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,08:00,19:00,08:00,19:00
8389,18625-172348,US,LS,31.758802,-106.489088,123 W Mills Ave Ste 120,el paso,TX,799011339,Mountain Standard Time,GMT-07:00,America/Denver,07:30,20:00,07:30,20:00,07:30,20:00,07:30,22:00,07:30,22:00,08:30,22:00,Closed,Closed
8390,2979-91106,US,CO,31.774421,-106.500497,2300 North Mesa,el paso,TX,799023343,Mountain Standard Time,GMT-07:00,America/Denver,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
8391,54480-284237,US,LS,31.780952,-106.503916,3100 Mesa Street,el paso,TX,79902,Mountain Standard Time,GMT-07:00,America/Denver,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
8392,16662-159211,US,LS,31.768062,-106.502296,1825 Hawthrone St,el paso,TX,799688900,Mountain Standard Time,GMT-07:00,America/Denver,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,15:00,Closed,Closed,Closed,Closed
8393,2978-91105,US,CO,31.767759,-106.319381,1893 N. Lee Trevino,el paso,TX,799364111,Mountain Standard Time,GMT-07:00,America/Denver,04:30,00:00,04:30,00:00,04:30,20:00,04:30,00:00,04:30,00:00,04:30,00:00,05:00,00:00
8394,59155-288483,US,CO,31.879516,-106.422431,9455 Dyer Street,el paso,TX,79924,Mountain Standard Time,GMT-07:00,America/Denver,05:00,22:00,05:00,22:00,05:00,18:00,05:00,22:00,05:00,22:00,06:00,22:00,06:00,22:00
8395,55727-285767,US,LS,31.767362,-106.30171,11320 Montwood Drive,el paso,TX,79936,Mountain Standard Time,GMT-07:00,America/Denver,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
8396,9502-96409,US,CO,31.829268,-106.529161,6015-A N. Mesa St.,el paso,TX,799124609,Mountain Standard Time,GMT-07:00,America/Denver,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,06:00,21:00
8397,6642-68444,US,CO,31.724034,-106.303545,1325 George Dieter|# A|Las Palmas Marketplace,el paso,TX,799367485,Mountain Standard Time,GMT-07:00,America/Denver,05:00,23:00,05:00,23:00,05:00,20:00,05:00,23:00,05:00,23:00,05:00,23:00,05:30,23:00
8398,13700-107461,US,CO,31.899769,-106.440376,4535 Woodrow Bean Drive|A,el paso,TX,799244433,Mountain Standard Time,GMT-07:00,America/Denver,05:30,21:00,05:30,21:00,05:30,18:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00
8399,56267-289036,US,LS,31.818737,-106.547792,801 Sunland Park Dr,el paso,TX,799125209,Mountain Standard Time,GMT-07:00,America/Denver,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,21:00,08:00,21:00,08:00,20:00
8400,19667-165365,US,CO,31.793246,-106.267166,3400 Joe Battle Bldg. E,el paso,TX,799382638,Mountain Standard Time,GMT-07:00,America/Denver,04:30,23:00,04:30,23:00,04:30,18:00,04:30,23:00,04:30,23:00,04:30,23:00,05:30,23:00
8401,9729-97096,US,CO,31.759552,-106.26867,1881 Joe Battle,el paso,TX,799360962,Mountain Standard Time,GMT-07:00,America/Denver,05:00,23:00,05:00,23:00,05:00,18:00,05:00,23:00,05:00,23:00,05:30,23:00,05:30,23:00
8402,76711-103846,US,LS,31.758791,-106.265215,1874 Joe Battle Blvd,el paso,TX,799360962,Mountain Standard Time,GMT-07:00,America/Denver,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8403,54481-284238,US,LS,31.837299,-106.551325,7022 N Mesa,el paso,TX,79912,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
8404,54479-285768,US,LS,31.920372,-106.438326,10765 Kenworthy,el paso,TX,79924,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
8405,57610-290095,US,CO,31.924811,-106.440729,10830 MLK Jr Blvd,el paso,TX,799344000,Mountain Standard Time,GMT-07:00,America/Denver,04:30,22:00,04:30,22:00,04:30,18:00,04:30,22:00,04:30,22:00,05:00,22:00,05:00,22:00
8406,62848-295035,US,LS,31.783446,-106.244712,3150 N. Zaragoza Rd,el paso,TX,79938,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
8407,10878-102663,US,CO,31.839425,-106.572468,7829 Mesa Street,el paso,TX,799321623,Mountain Standard Time,GMT-07:00,America/Denver,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30
8408,61620-295766,US,CO,31.795995,-106.232026,3581 North Zaragoza Rd. Suite 201,el paso,TX,799388048,Mountain Standard Time,GMT-07:00,America/Denver,05:00,23:00,05:00,23:00,05:00,18:00,05:00,00:00,05:00,00:00,05:00,00:00,05:00,23:00
8409,73411-21661,US,LS,31.864495,-106.57496,5630 N. Desert Blvd,el paso,TX,799121636,Mountain Standard Time,GMT-07:00,America/Denver,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
8410,6830-83060,US,CO,31.865293,-106.576541,"5650 N. DESERT BLVD,|SUITE A|Reddrock Shopping Center",el paso,TX,799121636,Mountain Standard Time,GMT-07:00,America/Denver,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
8411,55146-288484,US,CO,31.884596,-106.578371,"6400 Desert Boulevard North,|Suite A-101",el paso,TX,799128505,Mountain Standard Time,GMT-07:00,America/Denver,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:30,22:00,05:30,22:00
8412,17330-156944,US,CO,31.911169,-106.583849,7051 S Desert Blvd|TBD,el paso,TX,79932,Mountain Standard Time,GMT-07:00,America/Denver,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,06:00,21:30,06:00,21:30
8413,65135-297980,US,CO,31.683094,-106.199388,13895 Horizon Blvd.,horizon,TX,799286520,Mountain Standard Time,GMT-07:00,America/Denver,04:30,23:00,04:30,23:00,04:30,20:00,04:30,23:00,04:30,23:00,04:30,23:00,05:00,23:00
8414,11645-103636,US,CO,32.284156,-106.756682,985 University Avenue|A,las cruces,NM,880015638,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
8415,10747-101978,US,CO,32.290917,-106.784462,1500 S Valley Drive|Super Wal-Mart Pad,las cruces,NM,880053154,Mountain Standard Time,GMT-07:00,America/Denver,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:00,22:00,05:30,22:00,05:30,21:00
8416,17952-99306,US,LS,32.314378,-106.746174,2541 E Lohman Ave Ste A,las cruces,NM,880118233,Mountain Standard Time,GMT-07:00,America/Denver,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00
8417,2774-80780,US,CO,32.316219,-106.744058,2511 Lohman,las cruces,NM,880118233,Mountain Standard Time,GMT-07:00,America/Denver,05:00,23:00,05:00,23:00,05:00,23:00,05:30,23:00,05:00,23:00,05:30,23:00,05:30,23:00
8418,62839-296382,US,LS,32.333643,-106.783002,2501 N. Main,las cruces,NM,88001,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
8419,10969-103113,US,CO,32.347,-106.765139,2808 N Telshor Blvd,las cruces,NM,880118230,Mountain Standard Time,GMT-07:00,America/Denver,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,06:00,22:00
8420,52282-280489,US,CO,32.372485,-106.741304,3981 Bataan Memorial West,las cruces,NM,880125086,Mountain Standard Time,GMT-07:00,America/Denver,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00
8421,14716-128404,US,CO,29.440814,-98.499444,801 San Pedro,san antonio,TX,782124641,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:00,05:30,20:00
8422,11569-103415,US,CO,29.43708,-98.490698,411 E Quincy,san antonio,TX,782151951,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8423,15287-153664,US,CO,29.42629,-98.491186,200 E. Houston St.,san antonio,TX,782051815,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
8424,16663-172347,US,LS,29.42388,-98.5036,501 W Caesar E Chavez Blvd,san antonio,TX,782074415,Central Standard Time,GMT-06:00,America/Chicago,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
8425,6306-221904,US,CO,29.424261,-98.486787,849 East commerce|Space 685,san antonio,TX,782053939,Central Standard Time,GMT-06:00,America/Chicago,08:00,19:00,08:00,19:00,08:00,19:00,08:00,19:00,08:00,20:00,08:00,20:00,08:00,19:00
8426,56476-290304,US,LS,29.465174,-98.483135,1 TRINITY PLACE,san antonio,TX,78212,Central Standard Time,GMT-06:00,America/Chicago,08:00,23:00,08:00,23:00,08:00,23:00,08:00,23:00,08:00,15:00,Closed,Closed,17:00,22:00
8427,49313-267744,US,CO,29.455325,-98.470248,3100 Broadway,san antonio,TX,782091566,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8428,60189-284005,US,LS,29.461377,-98.473728,3910 N. St. Mary's Street,san antonio,TX,78212,Central Standard Time,GMT-06:00,America/Chicago,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00,09:00,17:00
8429,29191-252810,US,CO,29.466196,-98.527473,2202 Fredericksburg Rd,san antonio,TX,782013704,Central Standard Time,GMT-06:00,America/Chicago,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
8430,63961-289475,US,LS,29.450515,-98.447758,2500 Funston Rd. B-2542,fort sam houston,TX,782347667,Central Standard Time,GMT-06:00,America/Chicago,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
8431,6243-967,US,CO,29.476859,-98.463051,5321 Broadway Road,san antonio,TX,782095713,Central Standard Time,GMT-06:00,America/Chicago,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:30,19:00,05:30,19:00
8432,9501-96230,US,CO,29.484118,-98.534332,1118 Vance Jackson,san antonio,TX,782012101,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:30,05:30,22:30,06:00,22:30
8433,18137-181465,US,LS,29.453019,-98.56292,1 Camino Santa Maria Rd,san antonio,TX,78228,Central Standard Time,GMT-06:00,America/Chicago,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,Closed,Closed,Closed,Closed
8434,6270-690,US,CO,29.49712,-98.48014,255 Basse Rd.|Ste 700|The Quarry,san antonio,TX,782098336,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8435,18119-172349,US,LS,29.489269,-98.447174,1223 Austin Hwy,san antonio,TX,78209,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8436,76104-78194,US,LS,29.490793,-98.551618,4522 Fredricksburg Rd,balcones heights,TX,782016521,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8437,75428-104526,US,LS,29.465009,-98.425471,3630 Stanley Rd,fort sam houston,TX,78234,Central Standard Time,GMT-06:00,America/Chicago,06:30,16:00,06:30,16:00,06:30,16:00,06:30,16:00,06:30,16:00,Closed,Closed,Closed,Closed
8438,49995-272144,US,CO,29.426126,-98.421107,3818 E Commerce St,san antonio,TX,78219,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8439,6220-688,US,CO,29.506066,-98.458665,1901 Nacogdoches|Suite 101,san antonio,TX,782092200,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
8440,2881-85841,US,CO,29.51589,-98.499621,7311 San Pedro,san antonio,TX,782166225,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,18:00,05:00,20:00,05:00,20:00,05:30,20:00,05:30,20:00
8441,18834-178185,US,CO,29.485264,-98.429733,2414 Harry Wurzbach,san antonio,TX,78218,Central Standard Time,GMT-06:00,America/Chicago,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00
8442,2835-87901,US,CO,29.518535,-98.495861,7400 San Pedro|#1230|North Star Mall,san antonio,TX,782165399,Central Standard Time,GMT-06:00,America/Chicago,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,21:00,09:00,21:00,11:00,18:00
8443,76989-137292,US,LS,29.519412,-98.504843,746 NW Loop 410,san antonio,TX,782165609,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8444,23895-231044,US,CO,29.512597,-98.53677,"2639 NW Loop 410, Suite 106",san antonio,TX,782305172,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30
8445,20756-186529,US,CO,29.491236,-98.569476,1546 Babcock Rd|100,san antonio,TX,782294768,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:30,18:00
8446,6217-293257,US,CO,29.524129,-98.505279,7215 Blanco Rd.,san antonio,TX,78216,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
8447,22813-224004,US,CO,29.509805,-98.554131,3718 Horizon Hill,san antonio,TX,782292460,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,20:30,05:30,20:30
8448,14717-124606,US,CO,29.357053,-98.524605,1935 SW Military|Suite 105,san antonio,TX,782211434,Central Standard Time,GMT-06:00,America/Chicago,04:30,21:00,04:30,21:00,04:30,21:00,04:30,22:00,04:30,22:00,05:00,22:00,05:30,22:00
8449,3948-153125,US,LS,29.528927,-98.471985,9800 Airport Blvd|Suite 2090,san antonio,TX,782164888,Central Standard Time,GMT-06:00,America/Chicago,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00
8450,76321-96285,US,LS,29.35601,-98.543034,2810 SW Military Dr,san antonio,TX,782241032,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8451,16042-161544,US,LS,29.506895,-98.575384,7703 Floyd Curl Dr,san antonio,TX,782293902,Central Standard Time,GMT-06:00,America/Chicago,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,07:00,15:00,Closed,Closed,Closed,Closed
8452,26990-246466,US,CO,29.512432,-98.569708,4323 Medical Dr,san antonio,TX,782293307,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,20:00
8453,9783-98132,US,CO,29.510442,-98.578717,4739 Medical Drive,san antonio,TX,782294449,Central Standard Time,GMT-06:00,America/Chicago,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,04:30,23:00,05:30,23:00,05:30,23:00
8454,14816-131984,US,CO,29.524173,-98.568624,8746 Wurzbach Road,san antonio,TX,782401196,Central Standard Time,GMT-06:00,America/Chicago,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,05:30,20:30,06:30,20:30
8455,76146-88906,US,LS,29.353744,-98.43601,3227 SE Military Dr,san antonio,TX,782233876,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8456,6209-616,US,CO,29.474055,-98.613888,6065 NW Loop 410|Suite 185,san antonio,TX,782383339,Central Standard Time,GMT-06:00,America/Chicago,06:00,22:00,06:00,22:00,06:00,20:00,06:00,22:00,06:00,22:00,06:30,22:00,06:30,20:00
8457,9674-97633,US,CO,29.351404,-98.435986,3170 SE Military Drive,san antonio,TX,782233891,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8458,18298-175764,US,CO,29.515971,-98.594049,5422 Babcock|Northgate Shopping Center,san antonio,TX,782403944,Central Standard Time,GMT-06:00,America/Chicago,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,06:00,21:00
8459,75149-93687,US,LS,29.531669,-98.57382,9800 Frederickburg Rd.,san antonio,TX,782880001,Central Standard Time,GMT-06:00,America/Chicago,07:00,13:30,07:00,13:30,07:00,13:30,07:00,13:30,07:00,13:30,Closed,Closed,Closed,Closed
8460,75396-98855,US,LS,29.389567,-98.615571,1451 Stewart Street,san antonio,TX,78236,Central Standard Time,GMT-06:00,America/Chicago,06:30,13:00,06:30,13:00,06:30,13:00,06:30,13:00,06:30,13:00,08:00,12:00,Closed,Closed
8461,13357-107293,US,CO,29.510544,-98.394837,4901 Walzem,san antonio,TX,782182116,Central Standard Time,GMT-06:00,America/Chicago,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00
8462,28031-104857,US,LS,29.399599,-98.622333,2200 Berquist Drive|Bldg 4544,lackland afb,TX,78236,Central Standard Time,GMT-06:00,America/Chicago,06:00,14:00,06:00,14:00,06:00,14:00,06:00,14:00,06:00,14:00,Closed,Closed,Closed,Closed
8463,78085-106749,US,LS,29.382745,-98.613513,Lackland AFB TX Main Base Exchange,san antonio,TX,78236,Central Standard Time,GMT-06:00,America/Chicago,07:00,17:00,07:00,17:00,07:00,17:00,07:00,17:00,07:00,18:00,08:00,18:00,09:00,17:00
8464,72203-15433,US,LS,29.536325,-98.575304,9800 Frederickburg Rd.|USAA Insurance - A/B Cafeteria,san antonio,TX,782880001,Central Standard Time,GMT-06:00,America/Chicago,07:00,13:30,07:00,13:30,07:00,13:30,07:00,13:30,07:00,13:30,Closed,Closed,Closed,Closed
8465,29619-254486,US,CO,29.55766,-98.517037,12711 Blanco Road,san antonio,TX,782168107,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:30,21:00
8466,15702-153644,US,CO,29.55589,-98.535469,12003 NW Military Highway,san antonio,TX,782311898,Central Standard Time,GMT-06:00,America/Chicago,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
8467,75170-79084,US,LS,29.540672,-98.577346,9800 Frederickburg Rd.,san antonio,TX,782880001,Central Standard Time,GMT-06:00,America/Chicago,07:00,13:30,07:00,13:30,07:00,13:30,07:00,13:30,07:00,13:30,Closed,Closed,Closed,Closed
8468,24308-236989,US,CO,29.500112,-98.625231,7050 Bandera Rd,leon valley,TX,78240,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00
8469,54894-288493,US,LS,29.381696,-98.625723,1530 Femoyer Ave|Bldg 10345,lackland afb,TX,78236,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00
8470,76140-93542,US,LS,29.564744,-98.480075,13700 San Pedro Ave,san antonio,TX,782324332,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
8471,59825-293025,US,LS,30.011031,-95.269586,20131 Highway 59 N.,humble,TX,77338,Central Standard Time,GMT-06:00,America/Chicago,10:30,18:00,10:30,18:00,10:30,18:00,10:30,18:00,10:30,18:00,10:30,18:00,10:30,18:00
8472,72687-76608,US,LS,30.018881,-95.268047,20777 Hwy 59,humble,TX,773382209,Central Standard Time,GMT-06:00,America/Chicago,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
8473,8134-95797,US,CO,30.050268,-95.233713,2515 Green Oaks Dr.,humble,TX,773392002,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
8474,6263-239224,US,CO,30.004304,-95.297859,8446 FM 1960 Bypass W Rd,humble,TX,773384012,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00
8475,6273-243186,US,CO,30.051803,-95.180786,4535 Kingwood|150,kingwood,TX,773452631,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,22:00,05:00,22:00,05:30,21:00
8476,7958-95793,US,CO,30.069644,-95.21632,2021 Northpark|Northpark Place Village,humble,TX,773391607,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,20:30
8477,21892-100961,US,LS,30.066912,-95.18713,3410 Northpark Drive,houston,TX,77345,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
8478,60120-293505,US,CO,30.067094,-95.248742,30130 Rock Creek Drive|100,kingwood,TX,77339,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,19:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8479,19840-201728,US,LS,30.072034,-95.243234,25651 Highway 59 N,kingwood,TX,77339,Central Standard Time,GMT-06:00,America/Chicago,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
8480,27679-247206,US,LS,29.987746,-95.334887,2800 N Terminal Rd.,houston,TX,77032,Central Standard Time,GMT-06:00,America/Chicago,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00
8481,75658-86861,US,LS,29.985458,-95.335554,18700 JFK Blvd,houston,TX,77032,Central Standard Time,GMT-06:00,America/Chicago,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
8482,75609-81402,US,LS,29.987588,-95.338392,3950 S Terminal Rd,houston,TX,77032,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
8483,27547-247560,US,LS,29.985803,-95.339995,2800 N Terminal Rd.,houston,TX,77032,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
8484,50418-274044,US,LS,29.989186,-95.341579,2800 N Terminal Rd,houston,TX,77032,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
