No.,storeNumber,countryCode,ownershipTypeCode,latitude,longitude,address,city,countrySubdivisionCode,postalCode,windowsTimeZoneId,GMT,GMT_region,Mon_open,Mon_close,Tue_open,Tue_close,Wed_open,Wed_close,Thu_open,Thu_close,Fri_open,Fri_close,Sat_open,Sat_close,Sun_open,Sun_close
7535,74306-78900,US,LS,40.079099,-104.802889,1300 Dexter St,fort lupton,CO,806211501,Mountain Standard Time,GMT-07:00,America/Denver,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
7536,14436-114804,US,CO,43.479563,-83.968724,2685 Tittabawassee,saginaw,MI,486048217,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,22:00,05:30,22:00,05:30,21:00
7537,55799-183824,US,LS,43.483322,-83.970879,2772 Tittabawassee Rd,saginaw,MI,48604,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00
7538,78052-108426,US,LS,43.51302,-83.959972,7400 Bay Rd,saginaw,MI,486049733,Eastern Standard Time,GMT-05:00,America/Detroit,07:30,19:30,07:30,19:30,07:30,19:30,07:30,19:30,07:30,19:30,Closed,Closed,12:00,18:00
7539,51497-277347,US,CO,43.43629,-84.013049,4961 State Street|Suite 100,saginaw,MI,486033892,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,06:00,21:00,06:00,21:00
7540,23156-222525,US,CO,43.624498,-83.893587,4107 Wilder Rd|#2,bay city,MI,487062240,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,21:30,06:00,21:30,06:00,21:30,06:00,21:30,06:00,21:30,06:00,21:30,06:00,21:30
7541,2740-87803,US,CO,43.250475,-83.782424,8615 Main Street,birch run,MI,484158379,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:00,07:00,15:00,07:00,15:00,07:00,15:00,05:30,21:00,05:30,21:00,05:30,21:00
7542,10033-99146,US,CO,43.662671,-84.247964,7201 Eastman Avenue|Eastman Shopping Center,midland,MI,486427402,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,05:30,21:30,06:00,20:30
7543,60133-294357,US,CO,42.998571,-84.121153,2275 E. Main St.,owosso,MI,48867,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
7544,29348-252925,US,LS,43.379007,-84.666402,328 W Superior St,alma,MI,48801,Eastern Standard Time,GMT-05:00,America/Detroit,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,06:30,19:00,08:00,17:00,08:00,17:00
7545,8874-95315,US,CO,42.98839,-83.740506,3243 Miller Rd,flint,MI,485071000,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,06:00,17:00,06:30,17:00
7546,9650-97875,US,CO,43.018372,-83.635576,3822 E. Court Street|Pro Clean Center,flint,MI,485064110,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,16:00,05:30,16:00,05:30,16:00,05:30,16:00,05:30,16:00,06:00,16:00,06:00,16:00
7547,3927-135287,US,LS,43.035386,-83.537722,8503 Davison Rd,davison,MI,484232116,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7548,11728-104638,US,CO,43.611932,-84.735368,5655 East Pickard St,mt. pleasant,MI,488585034,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,16:00,06:00,16:00,06:00,16:00
7549,51498-277377,US,CO,42.94372,-83.690316,1054 E Hill Road,grand blanc,MI,484394803,Eastern Standard Time,GMT-05:00,America/Detroit,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,06:00,22:00,06:00,22:00
7550,76517-99394,US,LS,43.57653,-84.76553,4097 E Blue Grass Rd,mt. pleasant,MI,488587997,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,20:00
7551,16526-147369,US,LS,43.590468,-84.775732,103 E Preston,mt. pleasant,MI,488583854,Eastern Standard Time,GMT-05:00,America/Detroit,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,07:30,20:00,10:00,18:00,12:00,18:00
7552,2722-84411,US,CO,42.928564,-83.630915,11353 South Saginaw St,grand blanc,MI,484391268,Eastern Standard Time,GMT-05:00,America/Detroit,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
7553,14453-122004,US,CO,43.043106,-83.321444,1221 Demille Street,lapeer,MI,484463392,Eastern Standard Time,GMT-05:00,America/Detroit,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
7554,26921-243047,US,LS,42.814367,-83.705932,1390 N Leroy St,fenton,MI,48340,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7555,3926-135290,US,LS,42.793119,-83.737987,18005 Silver Pkwy,fenton,MI,484303421,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7556,52284-277381,US,CO,42.789393,-83.74205,3401 Owen Rd Ste 100,fenton,MI,484309688,Eastern Standard Time,GMT-05:00,America/Detroit,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,20:00,06:00,20:00,06:00,19:00
7557,76583-98139,US,LS,42.786934,-83.737973,3255 Owen Rd,fenton,MI,484301755,Eastern Standard Time,GMT-05:00,America/Detroit,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
7558,11667-104566,US,CO,47.531954,-122.19411,1785 44th Avenue,renton,WA,980569000,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00
7559,79348-102110,US,LS,47.541036,-122.225855,8421 S.E. 68th St,mercer island,WA,980405235,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7560,3310-18667,US,CO,47.54163,-122.225776,8415 SE 68th Street|Suite 100,mercer island,WA,980405248,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00
7561,76859-111805,US,LS,47.496482,-122.200358,1215 Landing Way,renton,WA,980575521,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00
7562,48922-264104,US,CO,47.484036,-122.216994,68 Rainier Ave S,renton,WA,980572042,Pacific Standard Time,GMT-08:00,America/Los_Angeles,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
7563,74349-84924,US,LS,47.520752,-122.268209,9262 Rainier Ave S,seattle,WA,981185570,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7564,74405-52023,US,LS,47.479965,-122.214765,200 S 3rd St,renton,WA,980572031,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
7565,25971-96225,US,LS,47.477448,-122.21848,365 Renton Center Way SW,renton,WA,980572324,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
7566,79207-97617,US,LS,47.585106,-122.232881,7823 SE 28th,mercer island,WA,980402902,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7567,3401-190904,US,CO,47.474126,-122.216124,641 Rainier Ave S,renton,WA,980572410,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:00,20:00,04:30,20:00,06:00,20:00
7568,12950-155384,US,LS,47.537471,-122.283071,3900 S Othello St,seattle,WA,981183543,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
7569,3330-26367,US,CO,47.586396,-122.235256,7695 SE 27th Street,mercer island,WA,980402804,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,17:00,05:30,16:00,05:30,17:00
7570,374-88,US,CO,47.471484,-122.211462,601 S. Grady Way|#E,renton,WA,980573229,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,04:30,18:00,05:00,18:00,05:00,18:00
7571,3393-76582,US,CO,47.587011,-122.236899,7620 SE 27th St,mercer island,WA,980402805,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,04:30,20:00,05:00,20:00,05:30,20:00
7572,11158-99264,US,CO,47.545883,-122.285101,6310 Martin Luther King Jr. Way S,seattle,WA,98118,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:00,17:00,05:30,17:00,05:30,17:00
7573,9319-88089,US,CO,47.485774,-122.272817,13038 Interurban Ave,tukwila,WA,981683313,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:00,00:00,04:00,00:00,04:00,00:00,04:00,00:00,04:00,00:00,04:00,00:00,04:00,00:00
7574,24284-236926,US,LS,47.569072,-122.288336,3820 Rainier Avenue South,seattle,WA,98118,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
7575,29220-253044,US,CO,47.464983,-122.137359,15221 SE Renton Maple Valley Rd,renton,WA,98058,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,18:30,04:00,18:30,04:00,18:30,04:00,18:30,04:00,19:30,05:00,19:00,05:00,19:00
7576,3278-4859,US,CO,47.610608,-122.200706,42 Bellevue Way NE,bellevue,WA,980045916,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,12:00,05:30,12:00,05:30,12:00,05:30,12:00,05:30,12:00,06:00,12:00,06:00,12:00
7577,79751-101070,US,LS,47.613097,-122.201309,300 Bellevue Way NE,bellevue,WA,980045718,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7578,3313-9258,US,CO,47.615946,-122.196535,601 108th Avenue NE,bellevue,WA,980044383,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,17:00,05:00,15:00,05:00,17:00,05:00,17:00,05:00,17:00,Closed,Closed,Closed,Closed
7579,5191-147248,US,CO,47.615859,-122.20372,226 Bellevue Square,bellevue,WA,980045020,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:00,21:30,07:00,21:30,07:00,21:30,07:00,21:30,07:00,21:30,07:30,21:30,07:30,20:00
7580,13009-108563,US,CO,47.617076,-122.20192,545 BELLEVUE SQUARE,bellevue,WA,980045031,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,22:00,06:00,22:00,06:00,21:00
7581,3364-63160,US,CO,47.458797,-122.258994,506 Southcenter Blvd.|Southcenter Mall,tukwila,WA,981882813,Pacific Standard Time,GMT-08:00,America/Los_Angeles,09:00,21:00,09:00,21:00,08:30,21:00,08:30,21:00,08:30,21:00,08:30,21:00,09:00,19:00
7582,79347-100350,US,LS,47.579087,-122.299771,2707 Rainier Avenue South,seattle,WA,981445332,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7583,75814-97618,US,LS,47.617587,-122.193144,11010 NE 8th St,bellevue,WA,980044408,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,14:00,06:00,14:00,06:00,14:00,06:00,14:00,06:00,14:00,07:00,14:00,07:00,14:00
7584,303-69,US,CO,47.617728,-122.203957,10214 NE 8th,bellevue,WA,980044217,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
7585,79276-100349,US,LS,47.618394,-122.204945,10116 NE 8th St,bellevue,WA,980044148,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
7586,331-276,US,CO,47.455691,-122.256563,333 Strander Blvd,tukwila,WA,981882916,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,06:00,20:00,06:00,20:00
7587,74176-30379,US,LS,47.447678,-122.152629,17230 140th SE,renton,WA,980587014,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
7588,48902-263948,US,LS,47.443096,-122.198853,17801 108TH Avenue SE,renton,WA,98055,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,07:00,16:00,06:00,18:00,06:00,18:00
7589,13907-110297,US,CO,27.685051,-97.381929,5630 Saratoga Blvd|102,corpus christi,TX,784144101,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30,05:00,23:00,05:30,22:30,05:30,22:30
7590,24577-235306,US,LS,27.706218,-97.373975,5425 S Padre Island Dr Ste 125,corpus christi,TX,78411,Central Standard Time,GMT-06:00,America/Chicago,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
7591,6720-75542,US,CO,27.706896,-97.370019,5601 South Padre Island Drive,corpus christi,TX,784123930,Central Standard Time,GMT-06:00,America/Chicago,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00
7592,29565-254292,US,CO,27.699401,-97.411066,4022 Saratoga Blvd.,corpus christi,TX,784132034,Central Standard Time,GMT-06:00,America/Chicago,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,06:00,22:30,06:00,22:30
7593,11943-105899,US,CO,27.740586,-97.388051,3738 Staples,corpus christi,TX,784112346,Central Standard Time,GMT-06:00,America/Chicago,05:30,22:00,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30,05:00,22:30
7594,16661-110945,US,LS,27.713147,-97.324361,6300 Ocean Drive.,corpus christi,TX,78412,Central Standard Time,GMT-06:00,America/Chicago,08:00,14:00,08:00,14:00,08:00,14:00,08:00,14:00,08:00,14:00,08:00,14:00,08:00,14:00
7595,50488-248915,US,CO,27.629201,-97.225548,14002 South Padre Island Drive,corpus christi,TX,78418,Central Standard Time,GMT-06:00,America/Chicago,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
7596,10414-100491,US,CO,27.883446,-97.318794,1304 Wildcat Drive,portland,TX,783742812,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30
7597,29568-254296,US,CO,27.856712,-97.645613,14213 Northwest Blvd,calallen,TX,784105505,Central Standard Time,GMT-06:00,America/Chicago,05:30,22:00,05:30,22:00,05:30,22:00,05:30,22:00,05:30,23:00,05:30,23:00,05:30,22:30
7598,65433-298788,US,CO,27.923972,-97.17773,140 South FM 1069,aransas pass,TX,78336,Central Standard Time,GMT-06:00,America/Chicago,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30,05:00,21:30
7599,60637-293006,US,CO,27.492628,-97.844925,2518 S US HWY 77,kingsville,TX,78363,Central Standard Time,GMT-06:00,America/Chicago,05:30,23:00,05:30,23:00,05:30,23:00,05:30,23:00,05:30,23:00,05:30,23:00,05:30,23:00
7600,7071-151265,US,LS,27.523541,-97.881786,1050 Santa Gertrudis Blvd,kingsville,TX,783634701,Central Standard Time,GMT-06:00,America/Chicago,07:00,19:00,07:00,19:00,07:00,19:00,07:00,19:00,07:00,17:00,09:00,14:00,Closed,Closed
7601,72552-121747,US,LS,34.248717,-85.1635,1476 Turner McCall Blvd NE,rome,GA,30161,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
7602,11487-104441,US,CO,34.261319,-85.169629,795 Turner McCall Blvd,rome,GA,301612719,Eastern Standard Time,GMT-05:00,America/New_York,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:00,05:00,23:30,05:00,23:30,05:00,23:00
7603,65852-296732,US,CO,34.271995,-85.232244,2300 Shorter Ave NW,rome,GA,30165,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00
7604,13430-107460,US,CO,34.473497,-84.925244,605 Highway 53,calhoun,GA,307013919,Eastern Standard Time,GMT-05:00,America/New_York,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00,05:30,21:00
7605,60962-294168,US,LS,34.502235,-84.918158,225 Lovers Lane Rd,calhoun,GA,30701,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
7606,61799-295442,US,LS,33.720764,-85.145483,2865 Music Mill Rd,bremen,GA,30110,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
7607,79479-99189,US,LS,34.75888,-84.994474,1365 W Walnut Ave,dalton,GA,307203857,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,08:00,20:00,06:00,20:00
7608,13407-106853,US,CO,34.797001,-84.96268,1305 N Glenwood Ave,dalton,GA,307212605,Eastern Standard Time,GMT-05:00,America/New_York,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,05:30,21:00,05:30,21:00
7609,51704-278726,US,LS,34.782735,-84.791968,962 GI Maddox Pkwy.,chatsworth,GA,30705,Eastern Standard Time,GMT-05:00,America/New_York,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00,07:00,21:00
7610,79743-135384,US,LS,38.986509,-119.943637,212 Elk Point Dr,zephyr cove,NV,89448,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00,06:00,18:00
7611,75243-92380,US,LS,38.959321,-119.940103,15 US-50,stateline,NV,89449,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,23:00,06:00,23:00,06:00,23:00,06:00,23:00,06:00,23:00,06:00,23:00,06:00,23:00
7612,21756-215164,US,CO,38.95594,-119.942326,1001 Heavenly Village Way,south lake tahoe,CA,961507068,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,21:00,06:00,21:00,06:00,19:00
7613,6991-86062,US,CO,38.954866,-119.944525,4000 S LAKE TAHOE BLVD|24|Town Center at Lake Tahoe,south lake tahoe,CA,961507071,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00,05:00,22:00
7614,74189-35461,US,LS,38.945286,-119.967193,1020 Johnson Dr.,south lake tahoe,CA,961508214,Pacific Standard Time,GMT-08:00,America/Los_Angeles,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30,04:30,20:30
7615,5478-1134,US,CO,38.911311,-120.004029,1064 Emerald Bay Road,south lake tahoe,CA,961506200,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
7616,10164-99684,US,CO,38.961281,-119.77977,1734 US Hwy 395 N|Ironwood Center,minden,NV,894234700,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:30,18:00,05:30,18:00
7617,6732-75001,US,CO,38.935901,-119.738754,1327 US Highway 395 North|A|Carson Valley Fair,gardnerville,NV,894105379,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00,05:00,18:00
7618,74344-83285,US,LS,39.23899,-120.03595,7815 N Lake Blvd,kings beach,CA,96143,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00,05:30,18:00
7619,75533-53979,US,LS,39.196911,-120.23502,1985 Squaw Valley Rd|Ste.21,olympic valley,CA,96146,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:30,13:00,07:30,13:00,07:30,13:00,07:30,13:00,07:30,15:30,07:30,15:30,07:30,15:30
7620,75864-98266,US,LS,39.277962,-120.12019,100 Northstar Dr,truckee,CA,961614203,Pacific Standard Time,GMT-08:00,America/Los_Angeles,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00,07:00,14:00
7621,52182-278485,US,CO,39.31897,-120.207728,11355 Deerfield Drive,truckee,CA,961610505,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,06:00,19:00,06:00,19:00
7622,79651-115127,US,LS,39.326825,-120.206583,11290 Donner Pass Rd,truckee,CA,961614808,Pacific Standard Time,GMT-08:00,America/Los_Angeles,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7623,79728-132986,US,LS,38.762347,-120.576924,6498 Pony Trail Express,pollock pines,CA,957269604,Pacific Standard Time,GMT-08:00,America/Los_Angeles,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00,05:00,19:00
7624,73920-94742,US,LS,40.382665,-74.309445,3500 US-9,old bridge,NJ,88572767,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00
7625,7843-81104,US,CO,40.354109,-74.3078,67 Route 9 South,morganville,NJ,77511586,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,06:00,19:00,07:00,19:00
7626,7438-2865,US,CO,40.40914,-74.234266,265 Main Street|Main Street Village,matawan,NJ,77473222,Eastern Standard Time,GMT-05:00,America/New_York,06:00,18:00,06:00,18:00,06:00,18:00,06:00,14:00,06:00,18:00,06:00,18:00,06:00,18:00
7627,47413-247604,US,CO,40.398053,-74.226169,1109 Route 34,matawan,NJ,77472166,Eastern Standard Time,GMT-05:00,America/New_York,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00,05:00,20:00
7628,24041-235005,US,CO,40.429114,-74.384668,50 Racetrack Rd|Suite A,east brunswick,NJ,88163767,Eastern Standard Time,GMT-05:00,America/New_York,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00,05:30,20:00
7629,7753-9873,US,CO,40.308548,-74.30362,310 Route 9 North,manalapan,NJ,7763,Eastern Standard Time,GMT-05:00,America/New_York,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
7630,20213-204164,US,CO,40.462055,-74.29515,957 Route 9 N,south amboy,NJ,88793302,Eastern Standard Time,GMT-05:00,America/New_York,05:00,12:00,05:00,21:00,05:00,21:00,05:00,21:00,05:00,21:00,06:00,21:00,06:00,21:00
7631,75556-49639,US,LS,40.466472,-74.289418,Garden State Parkway Mile Post 124|PO Box 307,south amboy,NJ,88790307,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:00,06:00,19:00,06:00,19:00,06:00,21:00,06:00,21:00,06:00,21:00,06:00,21:00
7632,52266-141947,US,LS,40.291289,-74.301868,55 US Hwy 9,manalapan,NJ,7726,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
7633,9958-97328,US,CO,40.456424,-74.400347,300 Route 18 North,east brunswick,NJ,88161912,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00
7634,47371-257924,US,CO,40.421735,-74.186402,3201 RT 35,hazlet,NJ,77301539,Eastern Standard Time,GMT-05:00,America/New_York,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00,05:30,19:00
7635,52321-281345,US,LS,40.442068,-74.426261,400 Ryders Ln,milltown,NJ,8850,Eastern Standard Time,GMT-05:00,America/New_York,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00,08:00,21:00
7636,72451-9973,US,LS,40.416656,-74.443789,"Milepost 78.7 NB, NJ Turnpike",milltown,NJ,8850,Eastern Standard Time,GMT-05:00,America/New_York,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00,06:00,22:00
7637,79487-101833,US,LS,40.316067,-74.439653,1600 Perrineville Road,cranbury,NJ,8512,Eastern Standard Time,GMT-05:00,America/New_York,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30,06:00,19:30
7638,14266-108195,US,CO,40.253401,-74.300191,3710 Route 9|Freehold Raceway Mall,freehold,NJ,77289809,Eastern Standard Time,GMT-05:00,America/New_York,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,09:00,21:00,10:00,19:00
7639,49768-271099,US,CO,40.487091,-74.415707,23 Route 1,new brunswick,NJ,8901,Eastern Standard Time,GMT-05:00,America/New_York,06:00,20:00,06:00,20:00,06:00,20:00,06:00,20:00,06:00,21:00,06:00,21:00,06:30,20:00
